text,ind
"' he must have imitated somebody else 's hand , ' said the king . ( the jury all brightened up again . )",2
you must henceforth be admired and quoted as a model of it .,1
"had he travelled ? it was likely , for no one seemed to know the world more familiarly ; there was no spot so secluded that he did not appear to have an intimate acquaintance with it . he often corrected , with a few clear words , the thousand conjectures advanced by members of the club as to lost and unheard - of travellers , pointing out the true probabilities , and seeming as if gifted with a sort of second sight , so often did events justify his predictions . he must have travelled everywhere , at least in the spirit .",93
"if to live in this style is to be eccentric , it must be confessed that there is something good in eccentricity .",12
"' if you did n't sign it , ' said the king , ' that only makes the matter worse . you must have meant some mischief , or else you 'd have signed your name like an honest man . '",22
""" i should think it was , harry . but according to your category i must be merely an acquaintance . """,15
"i really think i must have been frightened . i became very pale ; i felt my legs fail me ; i sought for a reply , but could find none - i was silent .",4
the supper must necessarily be very meager .,2
""" exactly . i fancy the yew alley , though not marked under that name , must stretch along this line , with the moor , as you perceive , upon the right of it . this small clump of buildings here is the hamlet of grimpen , where our friend dr . mortimer has his headquarters . within a radius of five miles there are , as you see , only a very few scattered dwellings . here is lafter hall , which was mentioned in the narrative . there is a house indicated here which may be the residence of the naturalist -- stapleton , if i remember right , was his name . here are two moorland farm - houses , high tor and foulmire . then fourteen miles away the great convict prison of princetown . between and around these scattered points extends the desolate , lifeless moor . this , then , is the stage upon which tragedy has been played , and upon which we may help to play it again . """,16
""" it must be a wild place . """,2
"your song is as dismal as a ’ de profundis ’ ; and if besides the pleasure of being in garrison here , we must hear such things as these , no mortal can hold out . """,24
"do n't let him know she liked them best , for this must ever be a secret , kept from all the rest , between yourself and me . '",12
""" basil , this is extraordinary ! i must see dorian gray . """,8
"but in the meantime we must work and observe . """,5
""" that ’s true , "" said athos ; "" we must wait for aramis . """,11
"the matter was all explained to him , and the friends gave him to understand that among all his high connections he must find a place for kitty .",22
""" but you two are my visitors to - night ; i must treat you as such . """,12
"he was so exact that he was never in a hurry , was always ready , and was economical alike of his steps and his motions . he never took one step too many , and always went to his destination by the shortest cut ; he made no superfluous gestures , and was never seen to be moved or agitated . he was the most deliberate person in the world , yet always reached his destination at the exact moment . he lived alone , and , so to speak , outside of every social relation ; and as he knew that in this world account must be taken of friction , and that friction retards , he never rubbed against anybody .",107
""" ned my friend , "" i told him , "" i know how you feel , but you must n't blame yourself . given the way the nautilus was navigating , it would have been sheer insanity to think of escaping ! """,19
""" oh , very well ! "" returned miss temple ; "" we must make it do , barbara , i suppose . """,13
""" i maintain , "" said stuart , "" that the chances are in favour of the thief , who must be a shrewd fellow . """,20
""" it was a fairy , and come from elf - land , it said ; and its errand was to make me happy : i must go with it out of the common world to a lonely place -- such as the moon , for instance -- and it nodded its head towards her horn , rising over hay - hill : it told me of the alabaster cave and silver vale where we might live .",26
""" you must introduce me now , "" cried lord henry , laughing .",2
"felton had fallen ; but there was still another step to be taken . he must be retained , or rather he must be left quite alone ; and milady but obscurely perceived the means which could lead to this result .",15
"felton had fallen ; but there was still another step to be taken . he must be retained , or rather he must be left quite alone ; and milady but obscurely perceived the means which could lead to this result .",22
"still more must be done . he must be made to speak , in order that he might be spoken to -- for milady very well knew that her greatest seduction was in her voice , which so skillfully ran over the whole gamut of tones from human speech to language celestial .",2
"still more must be done . he must be made to speak , in order that he might be spoken to -- for milady very well knew that her greatest seduction was in her voice , which so skillfully ran over the whole gamut of tones from human speech to language celestial .",7
"then i began to wonder if this eccentric individual was even on board . since that night when the skiff had left the nautilus on some mysterious mission , my ideas about him had subtly changed . in spite of everything , i thought that captain nemo must have kept up some type of relationship with the shore . did he himself never leave the nautilus ? whole weeks had often gone by without my encountering him . what was he doing all the while ? during all those times i 'd thought he was convalescing in the grip of some misanthropic fit , was he instead far away from the ship , involved in some secret activity whose nature still eluded me ?",47
""" what do you make of it , dr . mortimer ? you must allow that there is nothing supernatural about this , at any rate ? """,13
""" you shall share our knowledge before you leave this room , sir henry . i promise you that , "" said sherlock holmes . "" we will confine ourselves for the present with your permission to this very interesting document , which must have been put together and posted yesterday evening . have you yesterday 's times , watson ? """,43
""" might i trouble you for it -- the inside page , please , with the leading articles ? "" he glanced swiftly over it , running his eyes up and down the columns . "" capital article this on free trade . permit me to give you an extract from it . ' you may be cajoled into imagining that your own special trade or your own industry will be encouraged by a protective tariff , but it stands to reason that such legislation must in the long run keep away wealth from the country , diminish the value of our imports , and lower the general conditions of life in this island . ' what do you think of that , watson ? "" cried holmes in high glee , rubbing his hands together with satisfaction . "" do n't you think that is an admirable sentiment ? """,85
"hallward bit his lip . "" if dorian wishes it , of course you must stay . dorian 's whims are laws to everybody , except himself . """,14
""" stay , harry , to oblige dorian , and to oblige me , "" said hallward , gazing intently at his picture . "" it is quite true , i never talk when i am working , and never listen either , and it must be dreadfully tedious for my unfortunate sitters . i beg you to stay . """,45
""" ready money is needful for the present time , and we must learn how to make sacrifices .",12
""" and what is the title of this marvellous work ? "" i asked with an affected eagerness which he must have been very blind not to see through .",20
""" then , jane , you must play the accompaniment . """,6
""" if , on the other hand , we do know every living species , we must look for the animal in question among those marine creatures already cataloged , and in this event i would be inclined to accept the existence of a giant narwhale .",16
"when we got back , it was after moonrise : a pony , which we knew to be the surgeon 's , was standing at the garden door . mary ann remarked that she supposed some one must be very ill , as mr . bates had been sent for at that time of the evening .",37
"this letter is not in your table nor in your secretary ; and yet this letter must be somewhere . """,16
""" hold ! i must have lost it , "" said the young man maliciously , pretending to search for it .",4
""" basil , i am tired of standing , "" cried dorian gray suddenly . "" i must go out and sit in the garden . the air is stifling here . """,17
""" no -- no -- jane ; you must not go .",8
""" yes , "" replied spilett , "" a mountain which must be rather high-- """,11
"they must be enemies . """,1
""" he is right , "" said porthos ; "" battle . besides , we must try our own arms . """,15
""" if you have merited this shame , madame , if you have incurred this ignominy , you must submit to it as an offering to god . """,18
""" but , in order not to exceed it , you must jump mathematically from the trains upon the steamers , and from the steamers upon the trains again . """,11
""" but you can not always be my nurse , janet : you are young -- you must marry one day . """,17
""" let us go and sit in the shade , "" said lord henry . "" parker has brought out the drinks , and if you stay any longer in this glare , you will be quite spoiled , and basil will never paint you again . you really must not allow yourself to become sunburnt . it would be unbecoming . """,49
"and professor liedenbrock must have known , for he was acknowledged to be quite a polyglot . not that he could speak fluently in the two thousand languages and twelve thousand dialects which are spoken on the earth , but he knew at least his share of them .",3
"i dreaded being discovered and sent back ; for i _ must _ see helen,--i must embrace her before she died,--i must give her one last kiss , exchange with her one last word .",11
"i dreaded being discovered and sent back ; for i _ must _ see helen,--i must embrace her before she died,--i must give her one last kiss , exchange with her one last word .",15
"i dreaded being discovered and sent back ; for i _ must _ see helen,--i must embrace her before she died,--i must give her one last kiss , exchange with her one last word .",21
but it must be acknowledged that the most successful portrait was incontestably that of master jup .,2
no sooner had i voiced this regret than i felt it must have wounded captain nemo .,11
"i can not estimate the distance traversed by the balloon at less than six to seven thousand miles , and , even supposing that the wind had varied half a quarter , it must have brought us either to the archipelago of mendava , either on the pomotous , or even , if it had a greater strength than i suppose , to the land of new zealand .",33
""" till tomorrow , then , "" said aramis ; "" for iron - nerved as you are , you must need repose . """,20
"it is a long time since we have had a skirmish with the guards of monsieur the cardinal ; monsieur de treville must think us dead . """,22
"they found also that the water was becoming shallower and shallower , and that the canoe must soon stop .",16
""" it must be snow ! "" said pencroft .",2
""" here is the fine season getting on , and we must not forget that we have a voyage to make . """,11
""" of course he likes it , "" said lord henry . "" who would n't like it ? it is one of the greatest things in modern art . i will give you anything you like to ask for it . i must have it . """,43
""" why , it must have been the king who made you such a present . """,4
"i interpreted it as a warning of disaster . i feared my hopes were too bright to be realised ; and i had enjoyed so much bliss lately that i imagined my fortune had passed its meridian , and must now decline .",39
"it was a great sorrow to them , and they often talked together of these things , without ever doubting however that the cause of the north must triumph , for the honor of the american confederation .",27
""" first of all we must find out the key to this cipher ; that can not be difficult . """,5
"but the surrounding ocean was deserted as far as the eye could reach , and the colonists must rely on themselves for regaining their native land .",17
""" we can take our time , "" said the reporter , "" and we must give up the voyage to tabor island for this year . """,15
""" now we must see what would be the effect of that , axel ; put down upon this paper any sentence you like , only instead of arranging the letters in the usual way , one after the other , place them in succession in vertical columns , so as to group them together in five or six vertical lines . """,3
""" there is no object in our following them , "" said holmes . "" the shadow has departed and will not return . we must see what further cards we have in our hands and play them with decision . could you swear to that man 's face within the cab ? """,25
""" you do not understand me , gentlemen , "" said d’artagnan , throwing up his head , the sharp and bold lines of which were at the moment gilded by a bright ray of the sun . "" i asked to be excused in case i should not be able to discharge my debt to all three ; for monsieur athos has the right to kill me first , which must much diminish the face - value of your bill , monsieur porthos , and render yours almost null , monsieur aramis .",71
"she asked upon what day this fete would take place , but the king replied that he must consult the cardinal upon that head .",17
but servitude ! that must be matter of fact .,4
""" we must n't complain , "" said herbert .",2
""" you really must not say things like that before dorian , harry . """,3
""" a man rather feels the presence of these fellows , consul , than recognises them . you must have a scent for them , and a scent is like a sixth sense which combines hearing , seeing , and smelling . i 've arrested more than one of these gentlemen in my time , and , if my thief is on board , i 'll answer for it ; he 'll not slip through my fingers . """,18
"to say canadian is to say french , and as unsociable as ned land was , i must admit he took a definite liking to me . no doubt it was my nationality that attracted him . it was an opportunity for him to speak , and for me to hear , that old rabelaisian dialect still used in some canadian provinces . the harpooner 's family originated in quebec , and they were already a line of bold fishermen back in the days when this town still belonged to france .",17
"there are many others who have no friends , who must look about for themselves and be their own helpers ; and what is their resource ? """,10
"well , then you must be registered as charlotte backson . """,4
"and now , what were ned land 's views on this question of a marine monster ? i must admit that he flatly did n't believe in the unicorn , and alone on board , he did n't share the general conviction . he avoided even dealing with the subject , for which one day i felt compelled to take him to task .",18
""" yes , "" replied harding , "" it was too late , and we must put off the voyage until next spring . """,15
""" we must allow , "" said neb , "" that it will be very unfortunate if the ' duncan ' has returned to these parts only a few months ago ! """,2
""" but he must go to the consul 's in person , so as to establish his identity . """,3
""" so then , my friends , since we have this chance of returning to our country , we must wait patiently , and if it is taken from us we shall see what will be best to do . """,19
""" even less likely , ned . the devilfish is merely a mollusk , and even this name hints at its semiliquid flesh , because it 's latin meaning soft one . the devilfish does n't belong to the vertebrate branch , and even if it were 500 feet long , it would still be utterly harmless to ships like the scotia or the abraham lincoln . consequently , the feats of krakens or other monsters of that ilk must be relegated to the realm of fiction . """,79
""" surely that must be the same johnson whom i used to know , "" said holmes to the porter . "" a lawyer , is he not , gray - headed , and walks with a limp ? """,3
""" i must go , basil , "" he answered .",2
""" oh , my dear ! must we then all die of hunger ? """,6
"this short interval was sufficient to determine d’artagnan on the part he was to take . it was one of those events which decide the life of a man ; it was a choice between the king and the cardinal -- the choice made , it must be persisted in .",46
"she obligingly consented to act as mediatrix in the matter . the next day she laid the affair before mr . brocklehurst , who said that mrs . reed must be written to , as she was my natural guardian .",29
""" still , i must keep this man here until i can get a warrant to arrest him from london . """,4
"a phase of my life was closing to - night , a new one opening to - morrow : impossible to slumber in the interval ; i must watch feverishly while the change was being accomplished .",27
""" well , "" said porthos to aramis , "" we must do something . """,11
"when i awoke next morning that indefatigable worker was still at his post . his red eyes , his pale complexion , his hair tangled between his feverish fingers , the red spots on his cheeks , revealed his desperate struggle with impossibilities , and the weariness of spirit , the mental wrestlings he must have undergone all through that unhappy night .",54
"they said kelso got some rascally adventurer , some belgian brute , to insult his son- in - law in public -- paid him , sir , to do it , paid him-- and that the fellow spitted his man as if he had been a pigeon . the thing was hushed up , but , egad , kelso ate his chop alone at the club for some time afterwards . he brought his daughter back with him , i was told , and she never spoke to him again . oh , yes ; it was a bad business . the girl died , too , died within a year . so she left a son , did she ? i had forgotten that . what sort of boy is he ? if he is like his mother , he must be a good - looking chap . """,141
"wrapped up in a shawl , i still carried the unknown little child : i might not lay it down anywhere , however tired were my arms -- however much its weight impeded my progress , i must retain it .",37
"but this reply proved nothing , other than how bullheaded the harpooner could be . that day i pressed him no further . the scotia 's accident was undeniable . its hole was real enough that it had to be plugged up , and i do n't think a hole 's existence can be more emphatically proven . now then , this hole did n't make itself , and since it had n't resulted from underwater rocks or underwater machines , it must have been caused by the perforating tool of some animal .",82
""" i never mentioned his manners ; but , unless i had a very bad taste , they must suit it ; they are polished , calm , and gentlemanlike . """,18
"it is true that , as gideon spilett observed , any remains of it might have drifted out to sea , and they must not take it for granted that because they could find no traces of it , a ship had not been castaway on the coast .",23
"the reporter 's argument was just , and besides , the incident of the bullet proved that a shot must have been fired in lincoln island within three months .",19
""" it must have been one of them , "" interrupted my master .",2
"the authorities had terrified me , and you know that an innkeeper must keep on good terms with the authorities . """,12
""" can you picture , "" i asked them , "" what this funnel must have been like when it was filled with boiling lava , and the level of that incandescent liquid rose right to the mountain 's mouth , like cast iron up the insides of a furnace ? """,14
""" i am not , but my master is . by the way , i must buy some shoes and shirts . we came away without trunks , only with a carpet - bag . """,15
how many of their friends must have fallen in the struggle ?,5
"two days passed . the abraham lincoln stayed at half steam . on the offchance that the animal might be found in these waterways , a thousand methods were used to spark its interest or rouse it from its apathy . enormous sides of bacon were trailed in our wake , to the great satisfaction , i must say , of assorted sharks . while the abraham lincoln heaved to , its longboats radiated in every direction around it and did n't leave a single point of the sea unexplored . but the evening of november 4 arrived with this underwater mystery still unsolved .",57
"no incident disturbed this peaceful night , and the next day , the 29th of march , fresh and active they awoke , ready to undertake the excursion which must determine their fate .",29
""" well , those studs , "" continued mme . bonacieux , "" we must have them back again . """,14
""" someone must be sent to the duke . """,2
""" a very fine wind , "" replied the sailor ; "" but we must tack to enter the gulf , and i should like to see my way clear in these unknown quarters . """,14
""" but i must write . """,3
""" to be sure , "" conseil replied serenely , "" i do think they 'll have fun at master 's expense . and must it be said . . . ? """,24
""" but it must not be forgotten that winter is drawing near , and that in severe frost wood is difficult to work .",3
"we must calculate on several weeks delay , and if our vessel is ready by next november we may think ourselves very lucky . """,1
""" oh , my god ! i must then place my life , my honor , my reputation , in your hands ? """,7
""" yes , yes , madame , you must ; and i will save them all . """,8
""" it must be said , conseil . """,2
"the rocks , which must have been violently beaten by the sea under the influence of the winds of the southwest , presented many cavities in which shelter could be found against the night air .",4
