text,ind
"when the nautilus returned to the surface of the ocean , i could take in reao island over its whole flat , wooded expanse . obviously its madreporic rocks had been made fertile by tornadoes and thunderstorms . one day , carried off by a hurricane from neighboring shores , some seed fell onto these limestone beds , mixing with decomposed particles of fish and marine plants to form vegetable humus . propelled by the waves , a coconut arrived on this new coast . its germ took root . its tree grew tall , catching steam off the water . a brook was born . little by little , vegetation spread . tiny animals -- worms , insects -- rode ashore on tree trunks snatched from islands to windward . turtles came to lay their eggs . birds nested in the young trees . in this way animal life developed , and drawn by the greenery and fertile soil , man appeared . and that 's how these islands were formed , the immense achievement of microscopic animals .",174
"an immense saloon -- a sort of museum , in which were heaped up , with all the treasures of the mineral world , works of art , marvels of industry -- appeared before the eyes of the colonists , who almost thought themselves suddenly transported into a land of enchantment .",1
"she allowed , therefore , half an hour to pass away ; and as at that moment all was silence in the old castle , as nothing was heard but the eternal murmur of the waves -- that immense breaking of the ocean -- with her pure , harmonious , and powerful voice , she began the first couplet of the psalm then in great favor with the puritans :",38
"the vapor whirled in the air to an immeasurable height , as if the valves of an immense boiler had been suddenly opened .",17
"some of these wrecked ships had perished in collisions , others from hitting granite reefs . i saw a few that had sunk straight down , their masting still upright , their rigging stiffened by the water . they looked like they were at anchor by some immense , open , offshore mooring where they were waiting for their departure time . when the nautilus passed between them , covering them with sheets of electricity , they seemed ready to salute us with their colors and send us their serial numbers ! but no , nothing but silence and death filled this field of catastrophes !",47
"where formerly stretched the calm waters of the lake now appeared an enormous mass of smoking rocks , as if an upheaving of the soil had formed immense shoals .",27
"her voice , of immense power and sublime expression , gave to the rude , unpolished poetry of these psalms a magic and an effect which the most exalted puritans rarely found in the songs of their brethren , and which they were forced to ornament with all the resources of their imagination . felton believed he heard the singing of the angel who consoled the three hebrews in the furnace .",4
"another remarkable thing . this fossil body was not the only one in this immense catacomb . we came upon other bodies at every step amongst this mortal dust , and my uncle might select the most curious of these specimens to demolish the incredulity of sceptics .",14
"this occurrence , extremely serious in itself , might perhaps have been forgotten like so many others , if three weeks later it had n't been reenacted under identical conditions . only , thanks to the nationality of the ship victimized by this new ramming , and thanks to the reputation of the company to which this ship belonged , the event caused an immense uproar .",64
"it took us two hours to reach the summit of this half - crystal , half - basalt peak . from there our eyes scanned a vast sea , which scrawled its boundary line firmly against the background of the northern sky . at our feet : dazzling tracts of white . over our heads : a pale azure , clear of mists . north of us : the sun 's disk , like a ball of fire already cut into by the edge of the horizon . from the heart of the waters : jets of liquid rising like hundreds of magnificent bouquets . far off , like a sleeping cetacean : the nautilus . behind us to the south and east : an immense shore , a chaotic heap of rocks and ice whose limits we could n't see .",125
"this lake was only , in short , an immense center basin , which was filled by degrees by the creek , and its waters must necessarily pass to the sea by some fall .",9
"meanwhile the ballast tanks filled with water and the nautilus sank slowly . at a depth of 1,000 feet , it stopped . its propeller churned the waves and it headed due north at a speed of fifteen miles per hour . near the afternoon it was already cruising under the immense frozen carapace of the ice bank .",51
"' come , my head 's free at last ! ' said alice in a tone of delight , which changed into alarm in another moment , when she found that her shoulders were nowhere to be found : all she could see , when she looked down , was an immense length of neck , which seemed to rise like a stalk out of a sea of green leaves that lay far below her .",51
"he ate the wretched food with appetite , and washed it down with a little fresh water , drawn from the river in an immense shell .",24
"then new layers of bruised pyrites were arranged so as to form an immense heap , the exterior of which was covered with earth and grass , several air - holes being left , as if it was a stack of wood which was to be carbonized to make charcoal .",13
""" yes , professor , the sea supplies all my needs . sometimes i cast my nets in our wake , and i pull them up ready to burst . sometimes i go hunting right in the midst of this element that has long seemed so far out of man 's reach , and i corner the game that dwells in my underwater forests . like the flocks of old proteus , king neptune 's shepherd , my herds graze without fear on the ocean 's immense prairies . there i own vast properties that i harvest myself , and which are forever sown by the hand of the creator of all things . """,86
""" now then , just as this decision was being handed down , english vessels arrived in the bay of vigo on october 22 , 1702 . despite his inferior forces , admiral de chateau - renault fought courageously . but when he saw that the convoy 's wealth was about to fall into enemy hands , he burned and scuttled the galleons , which went to the bottom with their immense treasures . """,71
"passepartout was crushed ; it overwhelmed him to lose the boat by three - quarters of an hour . it was his fault , for , instead of helping his master , he had not ceased putting obstacles in his path ! and when he recalled all the incidents of the tour , when he counted up the sums expended in pure loss and on his own account , when he thought that the immense stake , added to the heavy charges of this useless journey , would completely ruin mr . fogg , he overwhelmed himself with bitter self - accusations . mr . fogg , however , did not reproach him ; and , on leaving the cunard pier , only said : "" we will consult about what is best to - morrow . come . """,74
"mr . fogg left the hotel alone , after giving passepartout instructions to await his return , and inform aouda to be ready at an instant 's notice . he proceeded to the banks of the hudson , and looked about among the vessels moored or anchored in the river , for any that were about to depart . several had departure signals , and were preparing to put to sea at morning tide ; for in this immense and admirable port there is not one day in a hundred that vessels do not set out for every quarter of the globe . but they were mostly sailing vessels , of which , of course , phileas fogg could make no use .",78
""" yes , there is your ' boite ' at last : take it into a corner , you genuine daughter of paris , and amuse yourself with disembowelling it , "" said the deep and rather sarcastic voice of mr . rochester , proceeding from the depths of an immense easy - chair at the fireside .",50
"here is what those circumstances entailed . two miles to starboard lay gueboroa island , its coastline curving north to west like an immense arm . to the south and east , heads of coral were already on display , left uncovered by the ebbing waters . we had run aground at full tide and in one of those seas whose tides are moderate , an inconvenient state of affairs for floating the nautilus off . however , the ship had n't suffered in any way , so solidly joined was its hull . but although it could neither sink nor split open , it was in serious danger of being permanently attached to these reefs , and that would have been the finish of captain nemo 's submersible .",23
"captain nemo stopped on these last words , perhaps sorry that he had said too much . but i had guessed . whatever motives had driven him to seek independence under the seas , he remained a human being before all else ! his heart still throbbed for suffering humanity , and his immense philanthropy went out both to downtrodden races and to individuals !",53
"just then captain nemo opened a door facing the one by which i had entered the library , and i passed into an immense , splendidly lit lounge .",23
"i looked down upon the plain . an immense column of pulverized pumice , sand and dust was rising with a whirling circular motion like a waterspout ; the wind was lashing it on to that side of snæfell where we were holding on ; this dense veil , hung across the sun , threw a deep shadow over the mountain . if that huge revolving pillar sloped down , it would involve us in its whirling eddies . this phenomenon , which is not unfrequent when the wind blows from the glaciers , is called in icelandic ' mistour . '",8
"suddenly , after a space of time that i could not measure , i felt a shock . the raft had not struck against any hard resistance , but had suddenly been checked in its fall . a waterspout , an immense liquid column , was beating upon the surface of the waters . i was suffocating ! i was drowning !",41
"the chief thing was to hinder these plunderers from reaching the plateau , for the garden and the poultry - yard would then have been at their mercy , and immense , perhaps irreparable mischief , would inevitably be the result , especially with regard to the corn - field .",30
"i looked back down the side we had just cleared . there the mountain rose only 700 to 800 feet above the plains ; but on its far slope it crowned the receding bottom of this part of the atlantic by a height twice that . my eyes scanned the distance and took in a vast area lit by intense flashes of light . in essence , this mountain was a volcano . fifty feet below its peak , amid a shower of stones and slag , a wide crater vomited torrents of lava that were dispersed in fiery cascades into the heart of the liquid mass . so situated , this volcano was an immense torch that lit up the lower plains all the way to the horizon .",115
"one day solon was conversing with some elderly wise men in the egyptian capital of sais , a town already 8,000 years of age , as documented by the annals engraved on the sacred walls of its temples . one of these elders related the history of another town 1,000 years older still . this original city of athens , ninety centuries old , had been invaded and partly destroyed by the atlanteans . these atlanteans , he said , resided on an immense continent greater than africa and asia combined , taking in an area that lay between latitude 12 degrees and 40 degrees north . their dominion extended even to egypt . they tried to enforce their rule as far as greece , but they had to retreat before the indomitable resistance of the hellenic people . centuries passed . a cataclysm occurred -- floods , earthquakes . a single night and day were enough to obliterate this atlantis , whose highest peaks ( madeira , the azores , the canaries , the cape verde islands ) still emerge above the waves .",83
