text,ind,sense,label
"he threw himself into a chair and began to think . suddenly there flashed across his mind what he had said in basil hallward 's studio the day the picture had been finished . yes , he remembered it perfectly . he had uttered a mad wish that he himself might remain young , and the portrait grow old ; that his own beauty might be untarnished , and the face on the canvas bear the burden of his passions and his sins ; that the painted image might be seared with the lines of suffering and thought , and that he might keep all the delicate bloom and loveliness of his then just conscious boyhood . surely his wish had not been fulfilled ? such things were impossible . it seemed monstrous even to think of them . and , yet , there was the picture before him , with the touch of cruelty in the mouth .",45,"('mad', 'fou', 'insensato')",0
"i will keep the law given by god ; sanctioned by man . i will hold to the principles received by me when i was sane , and not mad -- as i am now .",29,"('mad', 'fou', 'loco')",1
"' oh , you ca n't help that , ' said the cat : ' we 're all mad here . i 'm mad . you 're mad . '",18,"('mad', 'fou', 'loco')",1
"' oh , you ca n't help that , ' said the cat : ' we 're all mad here . i 'm mad . you 're mad . '",27,"('mad', 'fou', 'loco')",1
""" then i must be mad ; for do n't i see the light of day , and do n't i hear the wind blowing , and the sea breaking on the shore ? """,5,"('mad', 'fou', 'loco')",1
""" you are mad , dorian , or playing a part , "" muttered hallward , frowning .",3,"('mad', 'fou', 'loco')",1
"bertha mason is mad ; and she came of a mad family ; idiots and maniacs through three generations ! her mother , the creole , was both a madwoman and a drunkard!--as i found out after i had we d the daughter : for they were silent on family secrets before .",3,"('mad', 'fou', 'loco')",1
""" you are mad , dorian . """,3,"('mad', 'fou', 'loco')",1
"surely , in that case , i should not be so mad as to run to him ? i can not tell -- i am not certain .",11,"('mad', 'fou', 'loco')",1
""" ’ you ? ’ repeated i. oh , i declare to you , felton , i thought him mad !",19,"('mad', 'insensé', 'insensato')",2
"dorian gray grew sick with fear . "" i never knew her , "" he stammered . "" i never heard of her . you are mad . """,26,"('mad', 'fou', 'loco')",1
