text,ind
"at these words the reclining figure rose , and the electric light fell upon his countenance ; a magnificent head , the forehead high , the glance commanding , beard white , hair abundant and falling over the shoulders .",38
"a sound of quick steps broke the silence of the moor . crouching among the stones we stared intently at the silver - tipped bank in front of us . the steps grew louder , and through the fog , as through a curtain , there stepped the man whom we were awaiting . he looked round him in surprise as he emerged into the clear , starlit night . then he came swiftly along the path , passed close to where we lay , and went on up the long slope behind us . as he walked he glanced continually over either shoulder , like a man who is ill at ease .",103
"the muscular hand broke from my custody ; my arm was seized , my shoulder -- neck -- waist -- i was entwined and gathered to him .",14
"i stared at the last rays wreathing this peak , while shadows were gradually climbing its gradients . just then , resting his hand on my shoulder , captain nemo said to me :",26
""" it is not more difficult than that , "" cried the reporter , striking the sailor on the shoulder .",19
"saws , hatchets , and hammers were shouldered by the settlers , who , now transformed into carpenters , descended to the shore .",7
"he hurt my shoulder . and you , porthos ? "" "" faith !",3
""" basil , "" said the lad , going over to him and putting his hand on his shoulder , "" you have come too late . yesterday , when i heard that sibyl vane had killed herself-- """,18
"suddenly from a lumpy tussock of old grass some twenty yards in front of them , with black - tipped ears erect and long hinder limbs throwing it forward , started a hare . it bolted for a thicket of alders . sir geoffrey put his gun to his shoulder , but there was something in the animal 's grace of movement that strangely charmed dorian gray , and he cried out at once , "" do n't shoot it , geoffrey . let it live . """,49
"they rushed out on to the beach , and , their guns shouldered , they stood ready to repel any attack .",12
"he means well : but you shrug your shoulders to hear him talk ? """,8
"and these judges , i warn you , will soon send you to an executioner who will make both your shoulders alike . "" the eyes of milady darted such flashes that although he was a man and armed before an unarmed woman , he felt the chill of fear glide through his whole frame .",20
"one instant after , the heavy step of a marine who served as sentinel was heard in the corridor -- his ax in his girdle and his musket on his shoulder .",30
"master jup aided them dexterously , either by climbing to the top of a tree to fasten the ropes or by lending his stout shoulders to carry the lopped trunks .",24
"this was not his first tiger , and advancing to within ten feet of the animal he remained motionless , his gun to his shoulder , without moving a muscle .",24
""" it seemed to me that my sudden appearance might shake his nerves and lead him to say something unguarded . the boots volunteered to show me the room : it was on the second floor , and there was a small corridor leading up to it . the boots pointed out the door to me , and was about to go downstairs again when i saw something that made me feel sickish , in spite of my twenty years ' experience . from under the door there curled a little red ribbon of blood , which had meandered across the passage and formed a little pool along the skirting at the other side . i gave a cry , which brought the boots back . he nearly fainted when he saw it . the door was locked on the inside , but we put our shoulders to it , and knocked it in . the window of the room was open , and beside the window , all huddled up , lay the body of a man in his nightdress . he was quite dead , and had been for some time , for his limbs were rigid and cold . when we turned him over , the boots recognized him at once as being the same gentleman who had engaged the room under the name of joseph stangerson . the cause of death was a deep stab in the left side , which must have penetrated the heart . and now comes the strangest part of the affair . what do you suppose was above the murdered man ? """,146
""" i can sympathize with everything except suffering , "" said lord henry , shrugging his shoulders . "" i can not sympathize with that . it is too ugly , too horrible , too distressing . there is something terribly morbid in the modern sympathy with pain . one should sympathize with the colour , the beauty , the joy of life . the less said about life 's sores , the better . """,16
"we all three stood up , rifles to our shoulders , ready to answer any attack .",9
"after leaving the region of bushes , the party , assisted by resting on each other 's shoulders , climbed for about a hundred feet up a steep acclivity and reached a level place , with very few trees , where the soil appeared volcanic .",17
""" send a dispatch to london for a warrant of arrest to be dispatched instantly to bombay , take passage on board the mongolia , follow my rogue to india , and there , on english ground , arrest him politely , with my warrant in my hand , and my hand on his shoulder . """,54
"i wo n't tell you that i do n't want to preach to you . i remember harry saying once that every man who turned himself into an amateur curate for the moment always began by saying that , and then proceeded to break his word . i do want to preach to you . i want you to lead such a life as will make the world respect you . i want you to have a clean name and a fair record . i want you to get rid of the dreadful people you associate with . do n't shrug your shoulders like that . do n't be so indifferent . you have a wonderful influence . let it be for good , not for evil . they say that you corrupt every one with whom you become intimate , and that it is quite sufficient for you to enter a house for shame of some kind to follow after . i do n't know whether it is so or not . how should i know ? but it is said of you . i am told things that it seems impossible to doubt .",102
"but there were ample signs that i had not come upon a false scent . this was certainly where the man lived . some blankets rolled in a waterproof lay upon that very stone slab upon which neolithic man had once slumbered . the ashes of a fire were heaped in a rude grate . beside it lay some cooking utensils and a bucket half - full of water . a litter of empty tins showed that the place had been occupied for some time , and i saw , as my eyes became accustomed to the checkered light , a pannikin and a half - full bottle of spirits standing in the corner . in the middle of the hut a flat stone served the purpose of a table , and upon this stood a small cloth bundle -- the same , no doubt , which i had seen through the telescope upon the shoulder of the boy . it contained a loaf of bread , a tinned tongue , and two tins of preserved peaches . as i set it down again , after having examined it , my heart leaped to see that beneath it there lay a sheet of paper with writing upon it . i raised it , and this was what i read , roughly scrawled in pencil:--",155
"they shouldered their guns , ready to fire on the slightest hostile demonstration .",1
"still i had courageously shouldered my burden again , and was rapidly following hans , whom my uncle preceded . i was anxious not to be left behind . my greatest care was not to lose sight of my companions . i shuddered at the thought of being lost in the mazes of this vast subterranean labyrinth .",4
""" jane , you offered me your shoulder once before ; let me have it now . """,7
""" secundo , "" conseil went on , "" the abdominals , whose pelvic fins hang under the abdomen to the rear of the pectorals but are n't attached to the shoulder bone , an order that 's divided into five families and makes up the great majority of freshwater fish . examples : carp , pike . """,31
""" tertio , "" conseil said , "" the subbrachians , whose pelvic fins are attached under the pectorals and hang directly from the shoulder bone . this order contains four families . examples : flatfish such as sole , turbot , dab , plaice , brill , etc . """,24
his black shoulders could be seen emerging at each stroke .,2
"alice did not much like keeping so close to her : first , because the duchess was very ugly ; and secondly , because she was exactly the right height to rest her chin upon alice 's shoulder , and it was an uncomfortably sharp chin . however , she did not like to be rude , so she bore it as well as she could .",37
"' ah , well ! it means much the same thing , ' said the duchess , digging her sharp little chin into alice 's shoulder as she added , ' and the moral of that is--""take care of the sense , and the sounds will take care of themselves . "" '",25
"they went round the cone by the plateau which formed the shoulder , to the mouth of the enormous chasm .",11
