text,ind
""" they are both simply forms of imitation , "" remarked lord henry . "" but do let us go . dorian , you must not stay here any longer . it is not good for one 's morals to see bad acting . besides , i do n't suppose you will want your wife to act , so what does it matter if she plays juliet like a wooden doll ? she is very lovely , and if she knows as little about life as she does about acting , she will be a delightful experience . there are only two kinds of people who are really fascinating-- people who know absolutely everything , and people who know absolutely nothing . good heavens , my dear boy , do n't look so tragic ! the secret of remaining young is never to have an emotion that is unbecoming . come to the club with basil and myself . we will smoke cigarettes and drink to the beauty of sibyl vane . she is beautiful . what more can you want ? """,164
""" never will , says the vision ? but i always woke and found it an empty mockery ; and i was desolate and abandoned -- my life dark , lonely , hopeless -- my soul athirst and forbidden to drink -- my heart famished and never to be fed .",40
""" you know you believe it all , "" said lord henry , looking at him with his dreamy languorous eyes . "" i will go out to the garden with you . it is horribly hot in the studio . basil , let us have something iced to drink , something with strawberries in it . """,49
"lord henry went out to the garden and found dorian gray burying his face in the great cool lilac - blossoms , feverishly drinking in their perfume as if it had been wine . he came close to him and put his hand upon his shoulder . "" you are quite right to do that , "" he murmured . "" nothing can cure the soul but the senses , just as nothing can cure the senses but the soul . """,23
""" let us go and sit in the shade , "" said lord henry . "" parker has brought out the drinks , and if you stay any longer in this glare , you will be quite spoiled , and basil will never paint you again . you really must not allow yourself to become sunburnt . it would be unbecoming . """,21
"at this athos would smile , with his charming , melancholy smile , which so became his noble countenance , and porthos would drink , swearing that aramis would never be anything but a village cure .",23
""" consider that i 've said nothing , "" said fix ; "" and let us drink . """,16
""" yes ; let us drink ! """,5
"the convicts spoke loudly , they recounted their deeds , drinking deeply at the same time , and this is what ayrton gathered . the actual crew of the "" speedy "" was composed solely of english prisoners , escaped from norfolk island .",10
""" my faith , my good host , "" said d’artagnan , filling the two glasses , "" i asked for a bottle of your best wine , and if you have deceived me , you will be punished in what you have sinned ; for seeing that i hate drinking my myself , you shall drink with me .",50
"take your glass , then , and let us drink .",9
"but what shall we drink to , so as to avoid wounding any susceptibility ?",4
"let us drink to the prosperity of your establishment . """,2
"he also drank half a glass of this sparingly served wine , and found it to be nothing but that horrible montreuil -- the terror of all expert palates .",2
"why do you tremble so violently ? would you like to drink some water ? """,11
"he was laid down , strict diet was imposed , "" just like a real person , "" as neb said , and they made him swallow several cups of a cooling drink , for which the ingredients were supplied from the vegetable medicine chest of granite house .",32
"arrived at the spot on which grew the first beautiful trees of the forest , their foliage slightly agitated by the breeze , the stranger appeared greedily to drink in the penetrating odor which filled the atmosphere , and a long sigh escaped from his chest .",28
""" you are mistaken , planchet , "" replied d’artagnan ; "" and as a proof , there is a crown to drink my health . """,22
""" is it possible ? oh , he is a most charming king ! come , we must drink his health . """,18
"i approached my cheek to her lips : she would not touch it . she said i oppressed her by leaning over the bed , and again demanded water . as i laid her down -- for i raised her and supported her on my arm while she drank -- i covered her ice - cold and clammy hand with mine : the feeble fingers shrank from my touch -- the glazing eyes shunned my gaze .",48
"but at the moment mousqueton came to announce that the horses were ready , and they were arising from table , the stranger proposed to porthos to drink the health of the cardinal .",27
""" so from that time , monsieur , "" continued the latter , "" we have led the most miserable life imaginable ; for you must know , monsieur , that all our provisions are in the cellar . there is our wine in bottles , and our wine in casks ; the beer , the oil , and the spices , the bacon , and sausages . and as we are prevented from going down there , we are forced to refuse food and drink to the travelers who come to the house ; so that our hostelry is daily going to ruin .",85
"thereupon he accosted them , and with great politeness invited them to his inn to eat some macaroni , with lombard partridges and caviar , and to drink a bottle of montepulciano , lacryma christi , cyprus , and samos wine .",27
""" there , "" said she , "" eat , drink , and sleep , and may our lady of atocha , and the great st . anthony of padua , and the illustrious st . james of compostella , take you under their protection . i shall be back tomorrow . """,10
""" grimaud is a well - bred lackey . he would never think of faring in the same manner as his master ; he only drank from the cask . hark ! i do n’t think he put the faucet in again .",25
""" take him , brother stangerson , "" he said , "" give him food and drink , and the child likewise . let it be your task also to teach him our holy creed . we have delayed long enough . forward ! on , on to zion ! """,16
"after he had drunk his cup of black coffee , he wiped his lips slowly with a napkin , motioned to his servant to wait , and going over to the table , sat down and wrote two letters . one he put in his pocket , the other he handed to the valet .",3
""" drink ! "" said he .",1
""" drink ! "" he said again .",1
""" as a punishment for having spoken without permission , my friend , you will please to eat this piece of paper ; then to recompense you for the service you will have rendered us , you shall afterward drink this glass of wine . first , here is the letter . eat heartily . """,39
"the drink - deadened eye of athos flashed out , but only for a moment ; it became as dull and vacant as before .",1
