text,ind
"the carriage was ready : they were bringing it round to the front , and my master was pacing the pavement , pilot following him backwards and forwards .",9
""" with a wood round it ? """,4
""" you will , "" said she , passing her arm round me . "" and now tell me who is the lady whom mr . brocklehurst called your benefactress ? """,11
"she then peeped round to where i sat ; so stern a neighbour was too restrictive to him , in his present fractious mood , she dared whisper no observations , nor ask of him any information .",3
"' then the words do n't fit you , ' said the king , looking round the court with a smile . there was a dead silence .",15
"and a tray was soon brought . how pretty , to my eyes , did the china cups and bright teapot look , placed on the little round table near the fire !",27
"in fact as the fulling - mill was there , although not then in use , its beam moved with extreme power would serve to stretch out the wire by rolling it round itself .",32
"the iron , prepared previously in long thin rods , the ends of which were sharpened with the file , having been introduced into the largest hole of the drawplate , was drawn out by the beam which wound it round itself , to a length of twenty - five or thirty feet , then unrolled , and the same operation was performed successively through the holes of a less size .",40
"next morning , miss scatcherd wrote in conspicuous characters on a piece of pasteboard the word "" slattern , "" and bound it like a phylactery round helen 's large , mild , intelligent , and benign - looking forehead .",26
""" certainly , "" returned ralph . "" i agree with mr . fogg . the world has grown smaller , since a man can now go round it ten times more quickly than a hundred years ago . and that is why the search for this thief will be more likely to succeed . """,27
"but the incredulous stuart was not convinced , and when the hand was finished , said eagerly : "" you have a strange way , ralph , of proving that the world has grown smaller . so , because you can go round it in three months-- """,42
"at the two stations the wire was wound round a magnet , that is to say , round a piece of soft iron surrounded with a wire .",8
"at the two stations the wire was wound round a magnet , that is to say , round a piece of soft iron surrounded with a wire .",17
""" the journey round the world in eighty days ? """,3
"and then my mind made its first earnest effort to comprehend what had been infused into it concerning heaven and hell ; and for the first time it recoiled , baffled ; and for the first time glancing behind , on each side , and before it , it saw all round an unfathomed gulf : it felt the one point where it stood -- the present ; all the rest was formless cloud and vacant depth ; and it shuddered at the thought of tottering , and plunging amid that chaos .",51
a puzzled grin overspread passepartout 's round face ; clearly he had not comprehended his master .,6
""" yes , "" returned phileas fogg . "" we are going round the world . """,12
""" round the world ! "" he murmured .",1
"he saw me ; for the moon had opened a blue field in the sky , and rode in it watery bright : he took his hat off , and waved it round his head . i now ran to meet him .",32
"at that instant i was aware of a bushy black beard and a pair of piercing eyes turned upon us through the side window of the cab . instantly the trapdoor at the top flew up , something was screamed to the driver , and the cab flew madly off down regent street . holmes looked eagerly round for another , but no empty one was in sight . then he dashed in wild pursuit amid the stream of the traffic , but the start was too great , and already the cab was out of sight .",57
"i was not reprimanded for leaving my bed ; people had something else to think about ; no explanation was afforded then to my many questions ; but a day or two afterwards i learned that miss temple , on returning to her own room at dawn , had found me laid in the little crib ; my face against helen burns 's shoulder , my arms round her neck .",67
"they thought they saw the dark forms of some wild animals prowling round the camp among the bushes , but the night passed without incident , and the next day , the 31st of october , at five o'clock in the morning , all were on foot , ready for a start .",12
"her first movement was repellent . her womanly pride and her queenly dignity had both been so cruelly offended that she could not come round at the first advance ; but , overpersuaded by the advice of her women , she at last had the appearance of beginning to forget .",24
"near the louvre the four friends met with m. de treville , who was returning from st . germain ; he stopped them to offer his compliments upon their appointments , which in an instant drew round them a hundred gapers .",36
"however , it was agreed that before the stormy weather came on , their little vessel should be employed in making a voyage round the island .",23
"at last i became more calm . i made a wise resolve to walk twice round the room quietly and settle my nerves , and then i returned into the deep gulf of the huge armchair .",15
""" no ! no ! it shall not be , "" i declared energetically ; "" and as it is in my power to prevent the knowledge of it coming into the mind of my tyrant , i will do it . by dint of turning this document round and round , he too might discover the key . i will destroy it . """,48
""" no ! no ! it shall not be , "" i declared energetically ; "" and as it is in my power to prevent the knowledge of it coming into the mind of my tyrant , i will do it . by dint of turning this document round and round , he too might discover the key . i will destroy it . """,50
"it would have taken the settlers four hours to do this , on a clear ground and without hurrying themselves ; but as it was they needed double the time , for what with trees to go round , bushes to cut down , and creepers to chop away , they were impeded at every step , these obstacles greatly lengthening their journey .",37
