text,ind,sense,label
"it was under the action of this cylinder , charged with some explosive substance , nitro - glycerine , picrate , or some other material of the same nature , that the water of the channel had been raised like a dome , the bottom of the brig crushed in , and she had sunk instantly , the damage done to her hull being so considerable that it was impossible to refloat her .",38,"('raise', 'soulever', 'levantar')",0
"milady folded her hands , and raising her fine eyes toward heaven , "" lord , lord , "" said she , with an angelic meekness of gesture and tone , "" pardon this man , as i myself pardon him . """,6,"('raise', 'lever', 'alzar')",1
"every time he passed with a friend before his windows , at one of which mousqueton was sure to be placed in full livery , porthos raised his head and his hand , and said , "" that is my abode ! """,26,"('raise', 'lever', 'alzar')",1
"my uncle raised his spectacles , took up a strong lens , and carefully examined the blank pages of the book . on the front of the second , the title - page , he noticed a sort of stain which looked like an ink blot . but in looking at it very closely he thought he could distinguish some half - effaced letters . my uncle at once fastened upon this as the centre of interest , and he laboured at that blot , until by the help of his microscope he ended by making out the following runic characters which he read without difficulty .",2,"('raise', 'relever', 'levantar')",2
at these words i quickly raised my head ; but my uncle went on soliloquising .,5,"('raise', 'relever', 'levantar')",2
"and raising his hand to heaven , he said , "" oh ! almighty god ! mercifully hast thou preserved us ! """,1,"('raise', 'lever', 'levantar')",3
"at mid - day we arrived . i raised my head and saw straight above me the upper aperture of the cone , framing a bit of sky of very small circumference , but almost perfectly round . just upon the edge appeared the snowy peak of saris , standing out sharp and clear against endless space .",8,"('raise', 'relever', 'levantar')",2
"how long i remained plunged in agonizing reflections i can not tell ; all that i know is , that on raising my head again , i saw only my uncle and hans at the bottom of the crater . the icelanders had been dismissed , and they were now descending the outer slopes of snæfell to return to stapi .",21,"('raise', 'relever', 'levantar')",2
"the mollusk 's two valves were partly open . the captain approached and stuck his dagger vertically between the shells to discourage any ideas about closing ; then with his hands he raised the fringed , membrane - filled tunic that made up the animal 's mantle .",32,"('raise', 'soulever', 'levantar')",0
"neb accompanied them to the turn of the mercy , and after they had crossed , he raised the bridge .",17,"('raise', 'relever', 'levantar')",2
"from time to time the man by the chimney raised his eyes from the writings , and plunged them like poniards into the heart of the poor mercer .",9,"('raise', 'lever', 'alzar')",1
"gideon spilett and neb crouched among the rocks at the mouth of the mercy , from which the drawbridges had been raised , so as to prevent any one from crossing in a boat or landing on the opposite shore .",21,"('raise', 'relever', 'levantar')",2
"at this moment a horse neighed . milady raised her head , saw close to the panes the pale face of athos , and screamed .",8,"('raise', 'relever', 'alzar')",4
"d’artagnan , believing she might have means of flight and fearing she should escape , drew a pistol from his belt ; but athos raised his hand .",24,"('raise', 'lever', 'alzar')",1
"milady remained for some minutes in the same position , for she thought they might perhaps be examining her through the keyhole ; she then slowly raised her head , which had resumed its formidable expression of menace and defiance , ran to the door to listen , looked out of her window , and returning to bury herself again in her large armchair , she reflected .",26,"('raise', 'relever', 'alzar')",4
""" good lord , how quickly men forget ! "" cried the procurator ’s wife , raising her eyes toward heaven .",16,"('raise', 'lever', 'alzar')",1
"after having accompanied his friends to creek glycerine , he raised the bridge ; and waiting behind a tree he watched for the return of either his companions or ayrton .",10,"('raise', 'relever', 'levantar')",2
"at these words , which left no hope , milady raised herself in all her pride , and wished to speak ; but her strength failed her . she felt that a powerful and implacable hand seized her by the hair , and dragged her away as irrevocably as fatality drags humanity . she did not , therefore , even attempt the least resistance , and went out of the cottage .",10,"('raise', 'relever', 'alzar')",4
"and letting fall his cloak and raising his hat , he advanced toward milady .",6,"('raise', 'relever', 'alzar')",4
after some time my uncle approached me and raised me in his arms .,8,"('raise', 'soulever', 'levantar')",0
and raising his flask he emptied it every drop between my lips .,1,"('raise', 'relever', 'alzar')",4
"at this instant the tapestry was raised and a noble and handsome head , but frightfully pale , appeared under the fringe .",6,"('raise', 'soulever', 'alzar')",5
""" you are mad , i tell you -- mad to imagine that i would raise a finger to help you , mad to make this monstrous confession . i will have nothing to do with this matter , whatever it is . do you think i am going to peril my reputation for you ? what is it to me what devil 's work you are up to ? """,15,"('raise', 'lever', 'alzar')",1
""" four men of good will who will risk being killed with me ! "" said d’artagnan , raising his sword .",18,"('raise', 'lever', 'levantar')",3
"after having been raised by the water - spout , she had fallen on her side , and had sunk in that position , doubtless in consequence of some enormous leak .",3,"('raise', 'soulever', 'levantar')",0
"at the moment she spoke these words a rap on the ceiling made her raise her head , and a voice which reached her through the ceiling cried , "" dear madame bonacieux , open for me the little door on the alley , and i will come down to you . """,14,"('raise', 'lever', 'alzar')",1
"the chevalier raised his head , saw the two young women , and without stopping , waved his hand in a friendly way to milady .",2,"('raise', 'lever', 'alzar')",1
d’artagnan raised his head and uttered a cry of joy .,1,"('raise', 'lever', 'alzar')",1
"sometimes a passing breeze raised the covering of ashes , and the two colonists , enveloped in a whirlwind of dust , lost sight of each other .",4,"('raise', 'soulever', 'levantar')",0
""" i wished to make an effort ; i attempted to cry out . by an incredible effort of will i even raised myself up , but only to sink down again immediately , and to fall into the arms of my persecutor . """,22,"('raise', 'relever', 'levantar')",2
"and the sailor , raising a heavy block , was about to break in one of the sides of the chest , when the engineer arrested his hand .",4,"('raise', 'soulever', 'levantar')",0
"mr . fogg , aouda , and fix raised their heads , and beheld colonel proctor . stamp proctor and phileas fogg recognised each other at once .",8,"('raise', 'lever', 'levantar')",3
"at length he raised his head , fixed his eagle look upon that loyal , open , and intelligent countenance , read upon that face , furrowed with tears , all the sufferings its possessor had endured in the course of a month , and reflected for the third or fourth time how much there was in that youth of twenty - one years before him , and what resources his activity , his courage , and his shrewdness might offer to a good master .",3,"('raise', 'lever', 'alzar')",1
athos raised his eyes and his finger toward heaven .,1,"('raise', 'lever', 'alzar')",1
"in a short time the two unfortunate beasts , who had not eaten anything since the morning , made such a noise in raising and letting fall the knocker that the procurator ordered his errand boy to go and inquire in the neighborhood to whom this horse and mule belonged .",23,"('raise', 'soulever', 'alzar')",5
"at the manner in which felton laid the book upon the little table near which milady was sitting , at the tone in which he pronounced the two words , your mass , at the disdainful smile with which he accompanied them , milady raised her head , and looked more attentively at the officer .",44,"('raise', 'lever', 'alzar')",1
