text,ind,sense,label
"this time d’artagnan was not hasty . he perceived his mistake ; but the friends of aramis were not at all convinced by his denial , and one of them addressed the young musketeer with affected seriousness .",30,"('address', 'adresser', 'dirigiéndose')",0
"if rage or sorrow ever torture the heart , it is when a lover receives under a name which is not his own protestations of love addressed to his happy rival .",26,"('address', 'adresser', 'dirigir')",1
""" this horse is decidedly , or rather has been in his youth , a buttercup , "" resumed the stranger , continuing the remarks he had begun , and addressing himself to his auditors at the window , without paying the least attention to the exasperation of d’artagnan , who , however placed himself between him and them . "" it is a color very well known in botany , but till the present time very rare among horses . """,30,"('address', 'adresser', 'dirigiéndose')",0
"captain nemo shrugged his shoulders . then , addressing me :",8,"('address', 'adresser', 'dirigir')",1
"he laid an envelope upon the table , and we all bent over it . it was of common quality , grayish in colour . the address , "" sir henry baskerville , northumberland hotel , "" was printed in rough characters ; the postmark "" charing cross , "" and the date of posting the preceding evening .",26,"('address', 'adresse', 'seña')",2
""" at what address ? """,3,"('address', 'adresse', 'dirección')",3
holmes took a note of the address .,6,"('address', 'adresse', 'dirección')",3
""" your address at paris ? """,2,"('address', 'adresse', 'dirección')",3
""" his majesty is certain that a letter has been written by you during the day ; he knows that it has not yet been sent to its address .",28,"('address', 'adresse', 'destinatario')",4
""" say , rather , into the region where we balance probabilities and choose the most likely . it is the scientific use of the imagination , but we have always some material basis on which to start our speculation . now , you would call it a guess , no doubt , but i am almost certain that this address has been written in a hotel . """,60,"('address', 'adresse', 'seña')",2
"laporte assured himself , by having it twice repeated , of the accurate address , and set off at a run .",13,"('address', 'adresse', 'seña')",2
"he addressed himself then to porthos to gain information respecting athos and aramis , and to aramis in order to learn something of porthos .",1,"('address', 'adresser', 'dirigir')",1
"at eccuis , the same scene was repeated . he found as provident a host and a fresh horse . he left his address as he had done before , and set off again at the same pace for pontoise .",23,"('address', 'adresse', 'seña')",2
""" but , by the bye , "" said gideon spilett , addressing herbert , "" you never told us how you met this savage , and we know nothing , except that you would have been strangled , if we had not happened to come up in time to help you ! """,12,"('address', 'adresser', 'dirigiéndose')",0
