text,ind
""" no , my boy , and this whiteness that amazes you is merely due to the presence of myriads of tiny creatures called infusoria , a sort of diminutive glowworm that 's colorless and gelatinous in appearance , as thick as a strand of hair , and no longer than one - fifth of a millimeter . some of these tiny creatures stick together over an area of several leagues . """,37
""" yes , herbert , but i must add that they are more human than one could expect from his appearance . """,20
she tried to give her countenance an appearance of perfect candor .,7
"nevertheless , d’artagnan was desirous of examining the appearance of this impertinent personage who ridiculed him .",8
"after examining this community of walruses , i decided to return in my tracks . it was eleven o'clock , and if captain nemo found conditions favorable for taking his sights , i wanted to be present at the operation . but i held no hopes that the sun would make an appearance that day . it was hidden from our eyes by clouds squeezed together on the horizon . apparently the jealous orb did n't want to reveal this inaccessible spot on the globe to any human being .",52
""" what sort of a country is this , "" said the one to the other , "" that is unknown to all the world ; and in which nature has everywhere so different an appearance to what she has in ours ?",35
"i found a place near him and waited without speaking . noon arrived , and just as on the day before , the sun did n't put in an appearance .",29
"our breakfast - table was cleared early , and holmes waited in his dressing - gown for the promised interview . our clients were punctual to their appointment , for the clock had just struck ten when dr . mortimer was shown up , followed by the young baronet . the latter was a small , alert , dark - eyed man about thirty years of age , very sturdily built , with thick black eyebrows and a strong , pugnacious face . he wore a ruddy - tinted tweed suit and had the weather - beaten appearance of one who has spent most of his time in the open air , and yet there was something in his steady eye and the quiet assurance of his bearing which indicated the gentleman .",97
"d’artagnan glanced down at his boots , all covered with mud ; but that same glance fell upon the shoes and stockings of the mercer , and it might have been said they had been dipped in the same mud heap . both were stained with splashes of mud of the same appearance .",52
"crossing through the lounge , i arrived at the door , contrived in one of the canted corners , that opened into the captain 's stateroom . much to my astonishment , this door was ajar . i instinctively recoiled . if captain nemo was in his stateroom , he might see me . but , not hearing any sounds , i approached . the stateroom was deserted . i pushed the door open . i took a few steps inside . still the same austere , monastic appearance .",88
"milady changed the conversation without any appearance of affectation , and asked d’artagnan in the most careless manner possible if he had ever been in england .",6
"porthos lived in an apartment , large in size and of very sumptuous appearance , in the rue du vieux - colombier .",13
"do n’t condemn it from appearances ; you will find a horse in the stables quite as good as this . """,5
"but , as it always happens , just when a decision had been made to chase the monster , the monster put in no further appearances . for two months nobody heard a word about it . not a single ship encountered it . apparently the unicorn had gotten wise to these plots being woven around it . people were constantly babbling about the creature , even via the atlantic cable ! accordingly , the wags claimed that this slippery rascal had waylaid some passing telegram and was making the most of it .",25
during the first week of march appearances again became menacing .,6
"i 'll also mention that the canadian , at the end of his strength and patience , made no further appearances . conseil could n't coax a single word out of him and feared that , in a fit of delirium while under the sway of a ghastly homesickness , ned would kill himself . so he kept a devoted watch on his friend every instant .",20
""" for six hundred years snæfell has been dumb ; but he may speak again . now , eruptions are always preceded by certain well - known phenomena . i have therefore examined the natives , i have studied external appearances , and i can assure you , axel , that there will be no eruption . """,40
passepartout made his appearance .,3
"this most curious island has evidently been projected from the bottom of the sea at a comparatively recent date . possibly , it may still be subject to gradual elevation . if this is the case , its origin may well be attributed to subterranean fires . therefore , in this case , the theory of sir humphry davy , saknussemm 's document , and my uncle 's theories would all go off in smoke . this hypothesis led me to examine with more attention the appearance of the surface , and i soon arrived at a conclusion as to the nature of the forces which presided at its birth .",86
"at noon the sun made a momentary appearance . taking advantage of this rift in the clouds , the chief officer took the orb 's altitude . then the sea grew turbulent , we went below again , and the hatch closed once more .",7
"to judge by the distant appearance of the summit of snæfell , it would have seemed too steep to ascend on our side . fortunately , after an hour of fatigue and athletic exercises , in the midst of the vast surface of snow presented by the hollow between the two peaks , a kind of staircase appeared unexpectedly which greatly facilitated our ascent . it was formed by one of those torrents of stones flung up by the eruptions , called ' sting ' by the icelanders . if this torrent had not been arrested in its fall by the formation of the sides of the mountain , it would have gone on to the sea and formed more islands .",5
"i entered the captain 's stateroom . it had an austere , almost monastic appearance . an iron bedstead , a worktable , some washstand fixtures . subdued lighting . no luxuries . just the bare necessities .",14
""" no , "" said aouda . "" he has not made his appearance since yesterday . could he have gone on board the carnatic without us ? """,13
in the place of the fowl a dish of haricot beans made its appearance -- an enormous dish in which some bones of mutton that at first sight one might have believed to have some meat on them pretended to show themselves .,13
"the result was that , thanks to these attentions , the stranger resumed a more human appearance , and it even seemed as if his eyes had become milder .",16
"at the same time , aramis made his appearance at the other end of the street upon a superb english charger . bazin followed him upon a roan , holding by the halter a vigorous mecklenburg horse ; this was d’artagnan ’s mount .",8
"as porthos had foreseen , the cavalcade produced a good effect ; and if mme . coquenard had met porthos and seen what a superb appearance he made upon his handsome spanish genet , she would not have regretted the bleeding she had inflicted upon the strongbox of her husband .",25
"ned land was about forty years old . a man of great height -- over six english feet -- he was powerfully built , serious in manner , not very sociable , sometimes headstrong , and quite ill - tempered when crossed . his looks caught the attention , and above all the strength of his gaze , which gave a unique emphasis to his facial appearance .",66
"fix took up a position , and carefully examined each face and figure which made its appearance . presently one of the passengers , after vigorously pushing his way through the importunate crowd of porters , came up to him and politely asked if he could point out the english consulate , at the same time showing a passport which he wished to have visaed . fix instinctively took the passport , and with a rapid glance read the description of its bearer . an involuntary motion of surprise nearly escaped him , for the description in the passport was identical with that of the bank robber which he had received from scotland yard .",16
"in the midst of this moving vegetation , under arbors of water plants , there raced legions of clumsy articulates , in particular some fanged frog crabs whose carapaces form a slightly rounded triangle , robber crabs exclusive to these waterways , and horrible parthenope crabs whose appearance was repulsive to the eye . one animal no less hideous , which i encountered several times , was the enormous crab that mr . darwin observed , to which nature has given the instinct and requisite strength to eat coconuts ; it scrambles up trees on the beach and sends the coconuts tumbling ; they fracture in their fall and are opened by its powerful pincers . here , under these clear waves , this crab raced around with matchless agility , while green turtles from the species frequenting the malabar coast moved sluggishly among the crumbling rocks .",47
"the next morning , a grey , heavy , cloudy sky seemed to droop over the summit of the cone . i did not know this first from the appearances of nature , but i found it out by my uncle 's impetuous wrath .",29
"they had not been able to perceive the sinister aspect of this shore from the summit of mount franklin , for they overlooked it from too great a height , but viewed from the sea it presented a wild appearance which could not perhaps be equaled in any corner of the globe .",39
""" money , sir ! "" said one of the blues to him , "" young persons of your appearance and merit never pay anything ; why , are not you five feet five inches high ? """,19
""" you are right , "" said milady . "" you have all the appearance of being cowardly enough to lift your hand against a woman . """,14
""" here is the lower jaw of a mastodon , "" [ 1 ] i said . "" these are the molar teeth of the deinotherium ; this femur must have belonged to the greatest of those beasts , the megatherium . it certainly is a menagerie , for these remains were not brought here by a deluge . the animals to which they belonged roamed on the shores of this subterranean sea , under the shade of those arborescent trees . here are entire skeletons . and yet i can not understand the appearance of these quadrupeds in a granite cavern . """,94
"the dwellers in saville row would have been surprised the next day , if they had been told that phileas fogg had returned home . his doors and windows were still closed , no appearance of change was visible .",34
"knowing that englishmen governed by a fixed idea sometimes resort to the desperate expedient of suicide , passepartout kept a narrow watch upon his master , though he carefully concealed the appearance of so doing .",31
