text,ind
"it was not so easy to get to cayenne . they knew pretty nearly whereabouts it lay ; but the mountains , rivers , precipices , robbers , savages , were dreadful obstacles in the way . their horses died with fatigue and their provisions were at an end . they subsisted a whole month on wild fruit , till at length they came to a little river bordered with cocoa trees ; the sight of which at once revived their drooping spirits and furnished nourishment for their enfeebled bodies .",13
""" he is not the man i am looking for , "" he answered , "" and i want no man 's money . i want a man 's life . the man whose life i want must be nearly forty now . this one is little more than a boy . thank god , i have not got his blood upon my hands . """,39
"he therefore found d’artagnan alone , and as it was nearly eight o’clock he took the young man with him .",10
""" oh ! the veins of coal are still considerable , and the hundred thousand miners who annually extract from them a hundred millions of hundredweights have not nearly exhausted them . """,28
"often these chains of barren rocks made a dip towards the sea , and encroached upon the scanty pasturage : but there was always enough room to pass . besides , our horses instinctively chose the easiest places without ever slackening their pace . my uncle was refused even the satisfaction of stirring up his beast with whip or voice . he had no excuse for being impatient . i could not help smiling to see so tall a man on so small a pony , and as his long legs nearly touched the ground he looked like a six - legged centaur .",91
"the nautilus broke these waters with the edge of its spur after doing nearly 10,000 leagues in three and a half months , a track longer than a great circle of the earth . where were we heading now , and what did the future have in store for us ?",13
""" nearly , my friend . """,1
""" this wound ? bah , it is now nearly healed , and i am sure it is not that which gives you the most pain . """,9
"this caused so rapid and complete a diversion from the attack that d’artagnan ’s adversary , while the latter turned round to face this shower of blows , sheathed his sword with the same precision , and instead of an actor , which he had nearly been , became a spectator of the fight -- a part in which he acquitted himself with his usual impassiveness , muttering , nevertheless , "" a plague upon these gascons !",45
"this extent of water , of a circumference of nearly seven miles and an area of two hundred and fifty acres , reposed in a border of diversified trees .",9
"cyrus harding , after mature consideration , decided to manufacture a very simple battery , resembling as nearly as possible that invented by becquerel in 1820 , and in which zinc only is employed .",17
"it was ten o'clock in the morning when the canoe reached a second angle of the mercy , nearly five miles from its mouth .",18
"at the moment he went out a piercing glance darted through the opening of the nearly closed door , and she perceived felton , who drew quickly to one side to prevent being seen by her .",15
"nearly five minutes passed thus , top rummaging , the reporter following him prudently when , all at once , the dog rushed towards a thick bush , and drew out a rag .",0
"however , pencroft had thought of doing so , but cyrus harding having told him that even if he managed to count three hundred grains a minute , or nine thousand an hour , it would take him nearly five thousand five - hundred years to finish his task , the honest sailor considered it best to give up the idea .",38
"so the nautilus hove before the entrance to the world 's most dangerous strait , a passageway that even the boldest navigators hesitated to clear : the strait that luis vaez de torres faced on returning from the south seas in melanesia , the strait in which sloops of war under captain dumont d'urville ran aground in 1840 and nearly miscarried with all hands . and even the nautilus , rising superior to every danger in the sea , was about to become intimate with its coral reefs .",59
"the engineer drew the ladder to the hole , the diameter of which measured nearly six feet , and allowed it to unroll itself after having securely fastened its upper extremity .",14
""" certainly , though i can not guarantee that i carry all the facts in my mind . intense mental concentration has a curious way of blotting out what has passed . the barrister who has his case at his fingers ' ends , and is able to argue with an expert upon his own subject finds that a week or two of the courts will drive it all out of his head once more . so each of my cases displaces the last , and mlle . carere has blurred my recollection of baskerville hall . to - morrow some other little problem may be submitted to my notice which will in turn dispossess the fair french lady and the infamous upwood . so far as the case of the hound goes , however , i will give you the course of events as nearly as i can , and you will suggest anything which i may have forgotten .",145
he had made nearly sixty leagues in little more than twelve hours .,3
""" i do n't know much of british life yet , for i have spent nearly all my time in the states and in canada . but i hope that to lose one of your boots is not part of the ordinary routine of life over here . """,15
""" hush ! "" said milady ; "" let us not , even here , speak thus of him . all my misfortunes arise from my having said nearly what you have said before a woman whom i thought my friend , and who betrayed me .",28
"all this was finished about the 18th of may , nearly at the time when the chemical transformation terminated .",10
"unfortunately the legs began to refuse their service to this bony machine . during the last five or six months that this weakness had been felt , the worthy procurator had nearly become the slave of his wife .",31
"the second gun was pointed at the rocks at the end of flotsam point , and the shot striking a sharp rock nearly three miles from granite house , made it fly into splinters .",22
there were also less agreeable visits -- for two or three times reports were spread that the cardinal had nearly been assassinated .,19
