text,ind
""" in that case , "" replied pencroft , folding his arms and stamping his foot , "" what 's the use of working any longer on the vessel ? """,25
""" it is difficult to say , "" replied the reporter , "" for it is impossible to see his features under the thick beard which covers his face , but he is no longer young , and i suppose he might be about fifty . """,34
"in fact , things had so come about that the settlers in lincoln island no longer needed help for themselves , but were even able to carry it to others .",15
"it was , however , evident to the voyagers that the gas was failing , and that the balloon could no longer be sustained in the higher regions .",21
"in fact , all the grouse flesh had been consumed , and there no longer existed any means of cooking more game .",14
""" my friends , then , "" said cyrus harding , "" we can no longer be in doubt as to the presence of a mysterious being , a castaway like us , perhaps , abandoned on our island , and i say this in order that ayrton may be acquainted with all the strange events which have occurred during these two years .",15
""" you are right , planchet , "" said athos ; "" besides , the tattoo has been sounded , and we should be observed if we kept a light burning much longer than the others . """,32
""" they are both simply forms of imitation , "" remarked lord henry . "" but do let us go . dorian , you must not stay here any longer . it is not good for one 's morals to see bad acting . besides , i do n't suppose you will want your wife to act , so what does it matter if she plays juliet like a wooden doll ? she is very lovely , and if she knows as little about life as she does about acting , she will be a delightful experience . there are only two kinds of people who are really fascinating-- people who know absolutely everything , and people who know absolutely nothing . good heavens , my dear boy , do n't look so tragic ! the secret of remaining young is never to have an emotion that is unbecoming . come to the club with basil and myself . we will smoke cigarettes and drink to the beauty of sibyl vane . she is beautiful . what more can you want ? """,29
"the nautilus broke these waters with the edge of its spur after doing nearly 10,000 leagues in three and a half months , a track longer than a great circle of the earth . where were we heading now , and what did the future have in store for us ?",25
"dreadful to hear , captain nemo was even more dreadful to see . his face was pale from some spasm of his heart , which must have stopped beating for an instant . his pupils were hideously contracted . his voice was no longer speaking , it was bellowing . bending from the waist , he shook the canadian by the shoulders .",43
"there dillon collected many relics of the shipwreck : iron utensils , anchors , eyelets from pulleys , swivel guns , an eighteen - pound shell , the remains of some astronomical instruments , a piece of sternrail , and a bronze bell bearing the inscription "" made by bazin , "" the foundry mark at brest arsenal around 1785 . there could no longer be any doubt .",64
